"ID","Order","Ring","RingTitle","Step","Gate","Focus","SourceBasis","Trigger","PassCondition","FailCondition","Evidence","Next","Status"
"CS-GR-198","198","R12","Risk Incident And False Alarm","11","Action Exit Gate","incident existence, suspect claim, risk severity, dirty milk, and quarantine","Incident Existence Gate, Risk Severity Evidence, security watch notes","the ring is about to move","allowed exits close by proof, not explanation. Ring clean result: the event is proven before suspect or repair.","the system exits by sounding resolved","named action, proof closure, blocked narration exit","Proof Evidence Gate","candidate support gate; not active doctrine"
"CS-GR-199","199","R12","Risk Incident And False Alarm","12","Proof Evidence Gate","incident existence, suspect claim, risk severity, dirty milk, and quarantine","Incident Existence Gate, Risk Severity Evidence, security watch notes","a claim needs trust","claim touches visible evidence. Ring clean result: the event is proven before suspect or repair.","PASS is claimed from confidence, tone, or authority","hash, path, line, test, citation, root listing, status output","Variation Stability Gate","candidate support gate; not active doctrine"
"CS-GR-200","200","R12","Risk Incident And False Alarm","13","Variation Stability Gate","incident existence, suspect claim, risk severity, dirty milk, and quarantine","Incident Existence Gate, Risk Severity Evidence, security watch notes","a gate seems good","small wording, file order, or context changes do not break the route. Ring clean result: the event is proven before suspect or repair.","the gate only works in the exact wording that inspired it","counterexample, perturbation check, repeated run, disproof condition","Consolidation Fit Gate","candidate support gate; not active doctrine"
"CS-GR-201","201","R12","Risk Incident And False Alarm","14","Consolidation Fit Gate","incident existence, suspect claim, risk severity, dirty milk, and quarantine","Incident Existence Gate, Risk Severity Evidence, security watch notes","overlap appears","KEEP SEPARATE, MOVE LOGIC, PACK TOGETHER, PARK, REJECT, or WATCH AGAIN is chosen with reason. Ring clean result: the event is proven before suspect or repair.","overlap becomes a broad merge or another loose gate pile","three-signal check, overlap note, risk if merged, risk if separate","Affected Scope Gate","candidate support gate; not active doctrine"
"CS-GR-202","202","R12","Risk Incident And False Alarm","15","Affected Scope Gate","incident existence, suspect claim, risk severity, dirty milk, and quarantine","Incident Existence Gate, Risk Severity Evidence, security watch notes","a new gate changes neighboring work","affected files, lanes, receipts, maps, and next tasks are statused. Ring clean result: the event is proven before suspect or repair.","a clean-looking gate leaves stale neighbors","affected-area map, partner sync, no-blind-move check","Verdict Status Gate","candidate support gate; not active doctrine"
"CS-GR-203","203","R12","Risk Incident And False Alarm","16","Verdict Status Gate","incident existence, suspect claim, risk severity, dirty milk, and quarantine","Incident Existence Gate, Risk Severity Evidence, security watch notes","a judgment is needed","PASS, PASS WITH GUARDRAILS, PARTIAL, FAIL, INVALID, YIELD, BLOCKED, PARKED, PROMOTED, or RETIRED matches evidence. Ring clean result: the event is proven before suspect or repair.","status words exaggerate the proof","verdict line, proof burden, open guardrail","Return Closure Gate","candidate support gate; not active doctrine"
"CS-GR-204","204","R12","Risk Incident And False Alarm","17","Return Closure Gate","incident existence, suspect claim, risk severity, dirty milk, and quarantine","Incident Existence Gate, Risk Severity Evidence, security watch notes","the ring needs to close","next state circles back to the active target and names release or return trigger. Ring clean result: the event is proven before suspect or repair.","the ring leaves active weight, no close condition, or no next move","receipt, closeout, issue-status footer, next anchor","next ring or clean stop","candidate support gate; not active doctrine"
"CS-GR-205","205","R13","Cycle Law And Recursive Flow","01","Trigger Recognition Gate","target-to-next-state cycle and return-to-target closure","Cycle Law, recursive flow, clean seed cycle, boss cycle leash","a signal enters this ring","the signal is named before action. Ring clean result: every gate returns to target or names clean stop.","the ring starts from mood, speed, or vague pressure","user request, file path, source note, command output, or prior receipt","Authority Scope Gate","candidate support gate; not active doctrine"
"CS-GR-206","206","R13","Cycle Law And Recursive Flow","02","Authority Scope Gate","target-to-next-state cycle and return-to-target closure","Cycle Law, recursive flow, clean seed cycle, boss cycle leash","the ring might touch rules, files, or status","authority, allowed touch, and blocked touch are named. Ring clean result: every gate returns to target or names clean stop.","source ore, chat, or support notes become boss by proximity","ACTIVE_ANCHOR, active guide boundary, user request, AGENTS boundary","Object Identity Gate","candidate support gate; not active doctrine"
"CS-GR-207","207","R13","Cycle Law And Recursive Flow","03","Object Identity Gate","target-to-next-state cycle and return-to-target closure","Cycle Law, recursive flow, clean seed cycle, boss cycle leash","an item must be judged","object type and status are named. Ring clean result: every gate returns to target or names clean stop.","the item is handled before anyone knows whether it is source, proof, rule, TODO, receipt, or gate","file role, folder, status line, source disposition, receipt","Placement Home Gate","candidate support gate; not active doctrine"
"CS-GR-208","208","R13","Cycle Law And Recursive Flow","04","Placement Home Gate","target-to-next-state cycle and return-to-target closure","Cycle Law, recursive flow, clean seed cycle, boss cycle leash","the object needs a house lane","home lane is named before save, merge, park, or close. Ring clean result: every gate returns to target or names clean stop.","a mystery file, loose note, or floating gate remains","path, lane role, manifest, source custody, parking lane","Word Key Gate","candidate support gate; not active doctrine"
"CS-GR-209","209","R13","Cycle Law And Recursive Flow","05","Word Key Gate","target-to-next-state cycle and return-to-target closure","Cycle Law, recursive flow, clean seed cycle, boss cycle leash","wording can route behavior","behavior-controlling words point to exact object, action, proof, verdict, or next state. Ring clean result: every gate returns to target or names clean stop.","labels sound clean but open the wrong door","term list, title, verdict word, route word, status word","Source Provenance Gate","candidate support gate; not active doctrine"
"CS-GR-210","210","R13","Cycle Law And Recursive Flow","06","Source Provenance Gate","target-to-next-state cycle and return-to-target closure","Cycle Law, recursive flow, clean seed cycle, boss cycle leash","evidence or concept is imported","source, activity, actor/tool, evidence, and derived decision are visible. Ring clean result: every gate returns to target or names clean stop.","a concept is used with no custody trail or how-found chain","source index, provenance passport, hash, citation, transcript path","Attention Salience Gate","candidate support gate; not active doctrine"
"CS-GR-211","211","R13","Cycle Law And Recursive Flow","07","Attention Salience Gate","target-to-next-state cycle and return-to-target closure","Cycle Law, recursive flow, clean seed cycle, boss cycle leash","too many signals compete","active focus and blocked side routes are visible. Ring clean result: every gate returns to target or names clean stop.","everything remains equally loud and the route drifts","active target, side-route list, load state, user correction","Relation Edge Gate","candidate support gate; not active doctrine"
