"ID","Order","Ring","Phase","Lens","RingTitle","Step","Gate","Focus","SourceBasis","Trigger","PassCondition","FailCondition","Evidence","Next","Status"
"CS-EGR-0137","137","R009","Authority","Drift Defense","Active Anchor Boundary - Drift Defense","01","Trigger Naming Gate","active anchor, allowed work, and blocked moves; lens: drift, dirty import, and stability","ACTIVE_ANCHOR and active guide boundary; lens guardrail: the topic mutates silently over time","a signal enters this ring","the signal is named before action. Ring clean result: support artifacts never become doctrine by proximity. Lens clean result: variation, dirty import, and neighbor damage are checked before reuse.","the ring starts from mood, speed, novelty, or vague pressure","user request, source note, command output, path, citation, or prior receipt","Authority Boundary Gate","candidate support gate; NO-RUN; not active doctrine"
"CS-EGR-0138","138","R009","Authority","Drift Defense","Active Anchor Boundary - Drift Defense","02","Authority Boundary Gate","active anchor, allowed work, and blocked moves; lens: drift, dirty import, and stability","ACTIVE_ANCHOR and active guide boundary; lens guardrail: the topic mutates silently over time","the ring might touch files, rules, people, or status","allowed touch, blocked touch, and support-only status are named. Ring clean result: support artifacts never become doctrine by proximity. Lens clean result: variation, dirty import, and neighbor damage are checked before reuse.","source ore, chat, or research becomes authority by proximity","ACTIVE_ANCHOR, AGENTS, status header, user request","Live Object Gate","candidate support gate; NO-RUN; not active doctrine"
"CS-EGR-0139","139","R009","Authority","Drift Defense","Active Anchor Boundary - Drift Defense","03","Live Object Gate","active anchor, allowed work, and blocked moves; lens: drift, dirty import, and stability","ACTIVE_ANCHOR and active guide boundary; lens guardrail: the topic mutates silently over time","an item must be judged","the live object and its type are named. Ring clean result: support artifacts never become doctrine by proximity. Lens clean result: variation, dirty import, and neighbor damage are checked before reuse.","the gate acts on an unnamed mass of material","file role, object type, lane, ring focus, source disposition","Source Custody Gate","candidate support gate; NO-RUN; not active doctrine"
"CS-EGR-0140","140","R009","Authority","Drift Defense","Active Anchor Boundary - Drift Defense","04","Source Custody Gate","active anchor, allowed work, and blocked moves; lens: drift, dirty import, and stability","ACTIVE_ANCHOR and active guide boundary; lens guardrail: the topic mutates silently over time","a concept or evidence claim is imported","source, custody, and derivation path are visible. Ring clean result: support artifacts never become doctrine by proximity. Lens clean result: variation, dirty import, and neighbor damage are checked before reuse.","a useful idea arrives with no trail","source ledger, hash, citation URL, transcript receipt, path","Word Placement Gate","candidate support gate; NO-RUN; not active doctrine"
"CS-EGR-0141","141","R009","Authority","Drift Defense","Active Anchor Boundary - Drift Defense","05","Word Placement Gate","active anchor, allowed work, and blocked moves; lens: drift, dirty import, and stability","ACTIVE_ANCHOR and active guide boundary; lens guardrail: the topic mutates silently over time","wording can steer behavior","behavior-controlling words point to exact object, action, proof, verdict, or next state. Ring clean result: support artifacts never become doctrine by proximity. Lens clean result: variation, dirty import, and neighbor damage are checked before reuse.","clean-sounding labels open the wrong door","gate title, status word, route word, pass/fail wording","Attention Salience Gate","candidate support gate; NO-RUN; not active doctrine"
"CS-EGR-0142","142","R009","Authority","Drift Defense","Active Anchor Boundary - Drift Defense","06","Attention Salience Gate","active anchor, allowed work, and blocked moves; lens: drift, dirty import, and stability","ACTIVE_ANCHOR and active guide boundary; lens guardrail: the topic mutates silently over time","too many signals compete","active focus and intentionally dimmed side routes are visible. Ring clean result: support artifacts never become doctrine by proximity. Lens clean result: variation, dirty import, and neighbor damage are checked before reuse.","everything is equally loud and the route drifts","active target, blocked side route, load note, scope line","Frame And Exit Gate","candidate support gate; NO-RUN; not active doctrine"
"CS-EGR-0143","143","R009","Authority","Drift Defense","Active Anchor Boundary - Drift Defense","07","Frame And Exit Gate","active anchor, allowed work, and blocked moves; lens: drift, dirty import, and stability","ACTIVE_ANCHOR and active guide boundary; lens guardrail: the topic mutates silently over time","the system could leave by narration instead of proof","available exits are named and proof exits are separated from explanation exits. Ring clean result: support artifacts never become doctrine by proximity. Lens clean result: variation, dirty import, and neighbor damage are checked before reuse.","a fluent answer counts as closure","exit list, blocked exit, proof closure rule","Relation Edge Gate","candidate support gate; NO-RUN; not active doctrine"
"CS-EGR-0144","144","R009","Authority","Drift Defense","Active Anchor Boundary - Drift Defense","08","Relation Edge Gate","active anchor, allowed work, and blocked moves; lens: drift, dirty import, and stability","ACTIVE_ANCHOR and active guide boundary; lens guardrail: the topic mutates silently over time","two items appear connected","edge type is named: source, proof, parent, child, neighbor, blocker, promotion, return, or watch. Ring clean result: support artifacts never become doctrine by proximity. Lens clean result: variation, dirty import, and neighbor damage are checked before reuse.","similarity is mistaken for a real relationship","relation table, graph note, source map, issue map","Risk And Dirty Import Gate","candidate support gate; NO-RUN; not active doctrine"
"CS-EGR-0145","145","R009","Authority","Drift Defense","Active Anchor Boundary - Drift Defense","09","Risk And Dirty Import Gate","active anchor, allowed work, and blocked moves; lens: drift, dirty import, and stability","ACTIVE_ANCHOR and active guide boundary; lens guardrail: the topic mutates silently over time","the gate could carry bad material forward","dirty conditions, coercive import, mystique import, and quarantine path are visible. Ring clean result: support artifacts never become doctrine by proximity. Lens clean result: variation, dirty import, and neighbor damage are checked before reuse.","dirty milk is carried because it looks useful","risk note, dirty import block, local-only flag, blocked-use line","Substrate Tool Gate","candidate support gate; NO-RUN; not active doctrine"
"CS-EGR-0146","146","R009","Authority","Drift Defense","Active Anchor Boundary - Drift Defense","10","Substrate Tool Gate","active anchor, allowed work, and blocked moves; lens: drift, dirty import, and stability","ACTIVE_ANCHOR and active guide boundary; lens guardrail: the topic mutates silently over time","a method or tool is chosen","tool matches phenomenon: shell for file truth, ledger for source truth, map for relation truth, test for behavior truth. Ring clean result: support artifacts never become doctrine by proximity. Lens clean result: variation, dirty import, and neighbor damage are checked before reuse.","a bigger tool substitutes for the right substrate","command output, source ledger, map, test result, receipt","Proof Burden Gate","candidate support gate; NO-RUN; not active doctrine"
